"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Antigua and Barbuda","ATG","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.3190002441406","52.0190010070801","51.9690017700195","51.7509994506836","52.6720008850098","53.6640014648438","53.8549995422363","53.6730003356934","53.7470016479492","53.7529983520508","54.6259994506836","55.1990013122559","55.4090003967285","56.0629997253418","55.8139991760254","57.0629997253418","57.6370010375977","58.2369995117188","58.7120018005371","58.8790016174316","58.7729988098145","59.0289993286133","58.9119987487793","58.8040008544922","58.7550010681152","59.185001373291","59.3530006408691","59.7890014648438","60.3839988708496","60.2999992370605","60.2050018310547",
"Austria","AUT","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.4329986572266","43.7869987487793","44.9900016784668","45.5690002441406","47.9570007324219","48.8079986572266","48.3419990539551","48.298999786377","48.8139991760254","48.9809989929199","48.943000793457","48.7779998779297","50.1539993286133","50.1870002746582","49.3610000610352","50.6679992675781","51.242000579834","52.117000579834","52.6759986877441","53.3730010986328","53.5069999694824","53.8390007019043","54.3359985351563","54.5989990234375","54.5620002746582","54.5359992980957","55.0099983215332","55.0029983520508","55.0460014343262","55.0589981079102","55.0439987182617",
"Azerbaijan","AZE","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.7130012512207","51.8440017700195","52.8170013427734","54.1230010986328","55.4700012207031","56.4169998168945","56.5449981689453","56.4280014038086","56.109001159668","55.9410018920898","56.2589988708496","56.4930000305176","56.734001159668","56.9970016479492","57.3009986877441","57.6609992980957","58.0540008544922","58.515998840332","59.0419998168945","59.617000579834","60.2229995727539","60.8120002746582","61.1020011901855","61.3209991455078","61.9220008850098","62.5169982910156","62.9799995422363","63.2980003356934","63.6590003967285","63.4109992980957","63.1300010681152",
"Burundi","BDI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.7699966430664","90.3310012817383","89.8330001831055","89.2730026245117","88.6529998779297","87.9710006713867","87.2519989013672","86.4660034179688","85.6050033569336","84.9759979248047","84.3099975585938","83.7259979248047","83.1520004272461","82.6019973754883","82.0940017700195","81.6399993896484","81.2269973754883","80.8720016479492","80.5759963989258","80.3410034179688","80.1630020141602","80.0230026245117","79.9280014038086","79.8489990234375","79.7480010986328","80.0250015258789","80.2369995117188","80.3850021362305","80.4720001220703","80.4339981079102","80.3539962768555",
"Belgium","BEL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5589981079102","37.9469985961914","38.7369995117188","39.4480018615723","40.0540008544922","40.4739990234375","40.5289993286133","40.9679985046387","41.5330009460449","43.140998840332","43.5699996948242","41.7229995727539","42.3559989929199","42.6759986877441","43.9570007324219","45.4869995117188","45.6220016479492","46.4090003967285","46.7309989929199","46.7459983825684","47.4889984130859","46.8050003051758","46.8889999389648","47.5940017700195","48.0110015869141","48.023998260498","47.765998840332","47.8919982910156","48.6549987792969","48.6080017089844","48.5340003967285",
"Benin","BEN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.3440017700195","57.3499984741211","57.3660011291504","58.2220001220703","59.0730018615723","59.9179992675781","60.7410011291504","61.5550003051758","62.3569984436035","63.148998260498","63.9290008544922","64.6900024414063","65.4410018920898","66.1389999389648","66.7689971923828","67.3320007324219","67.8170013427734","68.2409973144531","68.609001159668","68.9339981079102","69.2239990234375","68.088996887207","68.1419982910156","68.1949996948242","68.2630004882813","68.3639984130859","68.4509963989258","68.5439987182617","68.640998840332","68.8079986572266","68.9720001220703",
"Burkina Faso","BFA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3410034179688","76.3079986572266","75.5029983520508","74.6740036010742","73.8150024414063","72.9290008544922","72.004997253418","71.0540008544922","70.0759963989258","69.0709991455078","68.036003112793","66.9649963378906","65.8690032958984","64.7509994506836","63.6059989929199","62.4360008239746","61.2280006408691","60.8489990234375","60.4700012207031","60.0929985046387","59.7179985046387","59.3409996032715","58.9710006713867","58.6069984436035","58.2490005493164","58.3120002746582","58.3600006103516","58.4090003967285","58.4599990844727","58.3079986572266","58.1520004272461",
"Bangladesh","BGD","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.7259998321533","24.8190002441406","24.9659996032715","25.1620006561279","25.3999996185303","25.67799949646","25.8859996795654","26.1389999389648","26.4160003662109","26.6959991455078","26.9619998931885","27.1420001983643","27.3269996643066","27.5090007781982","27.6840000152588","27.8560009002686","27.9090003967285","28.382999420166","28.8659992218018","29.3570003509521","29.8530006408691","30.3430004119873","30.8390007019043","31.3430004119873","31.8540000915527","32.3709983825684","32.8819999694824","35.8600006103516","36.101001739502","36.2599983215332","36.4150009155273",
"Bulgaria","BGR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.4449996948242","54.3930015563965","54.3730010986328","53.257999420166","52.0929985046387","50.8709983825684","49.6720008850098","48.431999206543","47.132999420166","45.7449989318848","44.2550010681152","46.7999992370605","46.3919982910156","44.9490013122559","45.7849998474121","44.742000579834","46.8839988708496","48.1049995422363","48.8370018005371","48.0849990844727","47.6940002441406","47.2150001525879","47.8250007629395","48.5289993286133","48.6300010681152","48.6349983215332","47.7540016174316","49.6069984436035","49.3349990844727","49.2389984130859","49.1129989624023",
"Bahrain","BHR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2709999084473","28.9379997253418","29.5139999389648","30.1800003051758","30.9169998168945","31.6720008850098","32.2039985656738","32.7299995422363","33.3170013427734","34.0040016174316","34.7760009765625","35.492000579834","36.2050018310547","37.0439987182617","37.9710006713867","38.943000793457","39.6510009765625","40.5060005187988","41.5009994506836","42.6040000915527","43.7630004882813","43.0050010681152","43.2029991149902","43.4049987792969","43.6150016784668","43.8009986877441","44.0349998474121","44.3870010375977","44.8709983825684","44.9599990844727","45.0349998474121",
"Bahamas, The","BHS","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.879997253418","65.6859970092773","66.4919967651367","67.2880020141602","68.0080032348633","68.2200012207031","68.2949981689453","68.1900024414063","68.322998046875","68.6569976806641","68.7269973754883","68.9509963989258","69.140998840332","68.8820037841797","68.7259979248047","68.7610015869141","68.9349975585938","68.9860000610352","68.6559982299805","68.1330032348633","68.1370010375977","68.0759963989258","68.3130035400391","68.3089981079102","68.3170013427734","68.3740005493164","68.1679992675781","68.1640014648438","68.1849975585938","68.0859985351563","67.9599990844727",
"Bosnia and Herzegovina","BIH","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.148998260498","35.0730018615723","34.8899993896484","34.6180000305176","34.3250007629395","33.9910011291504","33.8279991149902","33.7060012817383","33.5670013427734","33.3839988708496","33.2290000915527","33.0699996948242","32.9099998474121","32.7639999389648","32.6349983215332","31.6089992523193","31.4449996948242","31.5440006256104","32.701000213623","33.234001159668","34.3089981079102","34.451000213623","34.6790008544922","35.5499992370605","36.3660011291504","36.2529983520508","35.5810012817383","35.898998260498","35.5200004577637","35.3870010375977","35.2050018310547",
"Belarus","BLR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.2589988708496","53.0460014343262","52.8050003051758","52.6349983215332","52.5810012817383","52.6529998779297","52.6549987792969","52.6559982299805","52.7470016479492","52.8709983825684","53.3310012817383","53.7700004577637","54.181999206543","54.5769996643066","54.9790000915527","55.4119987487793","55.806999206543","56.2470016479492","56.7060012817383","57.1510009765625","57.5359992980957","57.8629989624023","58.140998840332","58.3619995117188","58.5260009765625","58.632999420166","58.7630004882813","58.5690002441406","58.1469993591309","57.7379989624023","57.306999206543",
"Belize","BLZ","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3129997253418","35.0009994506836","35.8059997558594","36.0429992675781","35.6349983215332","35.7840003967285","36.1339988708496","37.1319999694824","38.1469993591309","39.1980018615723","40.2849998474121","41.3680000305176","42.4780006408691","43.6069984436035","44.7299995422363","45.8380012512207","45.9269981384277","46.0209999084473","46.1259994506836","46.242000579834","46.367000579834","46.5800018310547","46.8019981384277","47.0390014648438","47.7820014953613","48.3580017089844","49.9550018310547","49.3870010375977","49.6599998474121","49.9039993286133","50.1679992675781",
"Bermuda","BMU","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.6699981689453","57.0260009765625","57.0589981079102","57.382999420166","57.7610015869141","58.1479988098145","58.4690017700195","58.8619995117188","59.1230010986328","59.3110008239746","59.5190010070801","60.1590003967285","60.7840003967285","61.3930015563965","61.9850006103516","62.560001373291","63.1290016174316","61.5260009765625","62.2669982910156","62.3269996643066","61.9669990539551","61.5929985046387","57.8730010986328","58.7350006103516","60.8199996948242","54.4440002441406","56.9259986877441","59.0919990539551","63.3810005187988","63.1769981384277","62.9809989929199",
"Brazil","BRA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.6749992370605","41.8839988708496","43.1969985961914","44.5139999389648","45.8330001831055","47.1529998779297","46.1529998779297","47.0390014648438","47.9179992675781","49.181999206543","50.1940002441406","51.2179985046387","52.5769996643066","52.8979988098145","53.9459991455078","55.076000213623","54.7859992980957","54.5379981994629","54.4379997253418","54.9099998474121","53.5169982910156","52.1180000305176","53.0190010070801","52.9259986877441","52.8139991760254","53.3380012512207","53.2849998474121","54.1380004882813","54.3580017089844","54.2080001831055","54.0460014343262",
"Barbados","BRB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.0750007629395","60.4459991455078","61.1640014648438","62.0120010375977","62.7299995422363","63.5","64.1559982299805","63.2019996643066","63.0660018920898","62.9039993286133","62.7350006103516","62.7929992675781","62.8650016784668","62.939998626709","63.625","63.6080017089844","63.5180015563965","63.3839988708496","63.2060012817383","62.9930000305176","62.8740005493164","62.7070007324219","61.5499992370605","62.7649993896484","61.4710006713867","61.556999206543","62.3370018005371","62.2190017700195","61.9780006408691","61.693000793457","61.4000015258789",
"Brunei Darussalam","BRN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.9570007324219","46.2360000610352","47.1759986877441","48.1730003356934","49.2480010986328","50.3969993591309","51.3349990844727","52.3720016479492","53.5219993591309","54.7169990539551","55.8810005187988","56.265998840332","56.0830001831055","56.0120010375977","56.0730018615723","56.2210006713867","56.2729988098145","56.3419990539551","56.4780006408691","56.6910018920898","56.9599990844727","57.2379989624023","57.4700012207031","57.6660003662109","57.8400001525879","58.0040016174316","58.1699981689453","58.3190002441406","57.9410018920898","57.7869987487793","57.6399993896484",
"Bhutan","BTN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.0110015869141","59.5870018005371","59.1949996948242","58.8120002746582","58.4269981384277","58.0429992675781","58.3870010375977","58.8779983520508","59.4790000915527","60.1730003356934","60.9480018615723","61.8390007019043","62.7610015869141","63.6650009155273","64.4960021972656","65.2289962768555","65.4660034179688","65.7070007324219","65.9489974975586","66.1829986572266","63.5169982910156","61.2309989929199","62.242000579834","57.0499992370605","53.8569984436035","58.2400016784668","58.4710006713867","58.6059989929199","58.6510009765625","58.8619995117188","59.0340003967285",
"Botswana","BWA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.5629997253418","47.7350006103516","47.9410018920898","48.1730003356934","48.4290008544922","48.7109985351563","48.9249992370605","49.1720008850098","49.5089988708496","49.548999786377","49.6660003662109","50.6669998168945","51.6889991760254","52.7169990539551","53.734001159668","54.7290000915527","55.7239990234375","55.9910011291504","56.2569999694824","56.5359992980957","53.7980003356934","57.6640014648438","61.3310012817383","64.7519989013672","64.8430023193359","64.9300003051758","65.0279998779297","65.129997253418","65.2180023193359","65.375","65.5250015258789",
"Central African Republic","CAF","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.161003112793","65.1500015258789","65.1969985961914","65.2300033569336","65.254997253418","65.2789993286133","65.2779998779297","65.2350006103516","65.2060012817383","65.197998046875","65.2389984130859","65.1839981079102","65.1419982910156","65.1579971313477","65.1269989013672","65.1360015869141","65.1230010986328","65.1100006103516","65.1070022583008","65.0630035400391","65.0339965820313","64.9729995727539","64.8730010986328","65.0100021362305","64.875","64.6959991455078","64.6340026855469","64.5699996948242","64.5029983520508","64.4400024414063","64.3889999389648",
"Canada","CAN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.8800010681152","57.8450012207031","57.2519989013672","57.0610008239746","56.8860015869141","56.8009986877441","56.7599983215332","57.0890007019043","57.6870002746582","58.2029991149902","58.6450004577637","58.9469985961914","60.1230010986328","61.1430015563965","61.257999420166","60.935001373291","61.2099990844727","61.9059982299805","62.0120010375977","61.9059982299805","61.8979988098145","61.6479988098145","61.6660003662109","61.7459983825684","61.1599998474121","60.851001739502","60.9129981994629","61.1520004272461","60.9809989929199","60.8359985351563","60.6730003356934",
"Central Europe and the Baltics","CEB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.849619903153","54.736745991265","54.5909264374719","53.9249294223574","53.1399600441126","52.3137619869438","51.2564102783764","50.8259559380607","50.4823854128757","50.354332957945","50.4278066531055","50.4132408083204","48.6957974966329","48.1544077355017","47.8028301488032","47.5128868519504","47.4920068219342","47.2795587644549","47.3689312508533","47.5510913311223","47.9835633820667","47.8650971127264","48.2686600144369","48.3427898931862","48.7231097222903","48.7088061378158","48.6842324663858","49.2806602693045","49.3383360693674","49.1016635197431","48.8454450845813",
"Switzerland","CHE","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.1790008544922","56.8300018310547","57.1860008239746","56.9990005493164","56.0629997253418","55.8089981079102","56.9720001220703","57.0429992675781","58.1529998779297","58.3470001220703","57.7999992370605","58.923999786377","59.3870010375977","59.5820007324219","59.2639999389648","59.484001159668","59.9150009155273","60.1209983825684","61.4570007324219","61.6559982299805","59.9309997558594","60.5989990234375","60.943000793457","61.2709999084473","62.0270004272461","62.4029998779297","62.8959999084473","62.6160011291504","62.923999786377","62.9039993286133","62.8499984741211",
"Channel Islands","CHI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.7379989624023","45.6969985961914","45.8800010681152","46.3359985351563","47.2709999084473","47.3059997558594","47.0810012817383","47.4819984436035","48.1529998779297","49.0429992675781","49.3209991455078","49.4900016784668","49.984001159668","50.2089996337891","49.8899993896484","50.1370010375977","50.4539985656738","50.5289993286133","50.4809989929199","50.4360008239746","50.8160018920898","49.7130012512207","50.0069999694824","50.3530006408691","50.5439987182617","50.9519996643066","51.1549987792969","51.056999206543","50.8689994812012","50.7249984741211","50.5750007629395",
"Chile","CHL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.0219993591309","33.6240005493164","34.492000579834","35.0699996948242","35.5449981689453","36.3199996948242","36.9650001525879","37.9570007324219","38.2589988708496","38.4080009460449","38.3129997253418","37.4410018920898","37.2770004272461","38.7490005493164","40.3790016174316","41.3959999084473","42.242000579834","43.3699989318848","45.6920013427734","46.1209983825684","46.9099998474121","48.7980003356934","49.0279998779297","49.4620018005371","50.0670013427734","50.0830001831055","50.3810005187988","51.0260009765625","51.6080017089844","51.7980003356934","51.9659996032715",
"China","CHN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.2409973144531","73.1289978027344","73.0230026245117","72.911003112793","72.7740020751953","72.5960006713867","72.3830032348633","72.129997253418","71.8339996337891","71.4980010986328","71.1259994506836","70.3270034790039","69.4520034790039","68.5400009155273","67.6679992675781","66.8880004882813","66.2020034790039","65.6289978027344","65.1190032958984","64.5869979858398","63.9809989929199","63.7190017700195","63.4580001831055","63.181999206543","62.8650016784668","62.5040016174316","62.0839996337891","61.5979995727539","61.0550003051758","60.451000213623","59.8419990539551",
"Cote d'Ivoire","CIV","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3139991760254","48.3209991455078","48.3470001220703","48.3880004882813","48.4339981079102","48.451000213623","48.4000015258789","48.3880004882813","48.3810005187988","48.3199996948242","48.2680015563965","48.2169990539551","48.1689987182617","48.1199989318848","48.0690002441406","48.0130004882813","47.9770011901855","47.9410018920898","47.9049987792969","47.8680000305176","47.8330001831055","47.8120002746582","47.7970008850098","47.7900009155273","47.7919998168945","47.8050003051758","47.8320007324219","47.9410018920898","48.0699996948242","48.1570014953613","48.2599983215332",
"Cameroon","CMR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.9140014648438","78.9130020141602","78.9069976806641","78.9199981689453","78.879997253418","78.8239974975586","78.7620010375977","78.6859970092773","78.6070022583008","78.5260009765625","78.4520034790039","78.3860015869141","78.3270034790039","78.2750015258789","78.2269973754883","78.2129974365234","78.2310028076172","78.25","75.8509979248047","73.3079986572266","70.6350021362305","70.7300033569336","70.8310012817383","70.9309997558594","71.0199966430664","71.0970001220703","71.1650009155273","71.2249984741211","71.2720031738281","71.1080017089844","70.9369964599609",
"Congo, Dem. Rep.","COD","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.4369964599609","70.4619979858398","70.5019989013672","70.5640029907227","70.5739974975586","70.5609970092773","70.5419998168945","70.5490036010742","70.5380020141602","70.5469970703125","70.5749969482422","70.5719985961914","70.5500030517578","70.5199966430664","70.4889984130859","70.4629974365234","69.2050018310547","67.9199981689453","66.6100006103516","65.2770004272461","63.9230003356934","62.5379981994629","61.1319999694824","61.1020011901855","61.0709991455078","61.0519981384277","61.0369987487793","61.0209999084473","61","60.7220001220703","60.443000793457",
"Congo, Rep.","COG","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.3369979858398","65.3280029296875","65.3330001831055","65.3779983520508","65.4749984741211","65.5550003051758","65.6169967651367","65.7379989624023","65.8679962158203","66.0530014038086","66.2040023803711","66.322998046875","66.4530029296875","66.6149978637695","66.7720031738281","66.9100036621094","67.0540008544922","67.2480010986328","67.4089965820313","67.5599975585938","67.7009963989258","67.754997253418","67.7760009765625","67.7689971923828","67.7239990234375","67.6829986572266","67.6750030517578","67.6630020141602","67.6220016479492","67.5319976806641","67.4290008544922",
